Ridgewood	NY	40.7001	-73.9057	69317
Palatine	IL	42.1103	-88.0342	69308
North Richland Hills	TX	32.8343	-97.2289	69204
Union City	NJ	40.7796	-74.0238	69156
Kissimmee	FL	28.3047	-81.4167	69152
Walnut Creek	CA	37.9063	-122.0650	68910
Cordova	TN	35.1557	-89.7762	68779
Mount Vernon	NY	40.9126	-73.8371	68628
Conroe	TX	30.3119	-95.4561	68602
Dothan	AL	31.2232	-85.3905	68567
Northridge	CA	34.2283	-118.5367	68469
Waterloo	IA	42.4928	-92.3430	68460
Maple Grove	MN	45.0725	-93.4558	68385
Framingham	MA	42.2793	-71.4162	68318
Redondo Beach	CA	33.8492	-118.3884	68166
Bossier City	LA	32.5160	-93.7321	68094
Yorba Linda	CA	33.8886	-117.8131	67973
Woodbury	MN	44.9239	-92.9594	67855
Eau Claire	WI	44.8113	-91.4985	67778
Waldorf	MD	38.6246	-76.9391	67752
Forest Hills	NY	40.7162	-73.8501	67714
Davis	CA	38.5449	-121.7405	67666
Glen Burnie	MD	39.1626	-76.6247	67639
Camarillo	CA	34.2164	-119.0376	67608
Victoria	TX	28.8053	-97.0036	67574
Gaithersburg	MD	39.1434	-77.2014	67456
Jacksonville	NC	34.7540	-77.4302	67357
South San Francisco	CA	37.6547	-122.4077	67271
Kenner	LA	29.9941	-90.2417	67091
Jackson Heights	NY	40.7557	-73.8854	67067
Rockville	MD	39.0840	-77.1528	66980
Jackson	TN	35.6145	-88.8140	66975
Lincoln Park	IL	41.9217	-87.6478	66959
Yuba City	CA	39.1405	-121.6169	66941
Portland	ME	43.6574	-70.2589	66881
Palo Alto	CA	37.4419	-122.1430	66853
Casas Adobes	AZ	32.3234	-110.9951	66795
Marysville	WA	48.0518	-122.1771	66773
South Jordan	UT	40.5622	-111.9297	66648
Oshkosh	WI	44.0247	-88.5426	66555
North Little Rock	AR	34.7695	-92.2671	66504
Bayside	NY	40.7684	-73.7771	66455
Bayonne	NJ	40.6687	-74.1143	66311
Eagan	MN	44.8041	-93.1669	66286
Delray Beach	FL	26.4615	-80.0728	66255
Johnson City	TN	36.3134	-82.3535	66027
Dale City	VA	38.6371	-77.3111	65969
Cedar Park	TX	30.5052	-97.8203	65945
Parkchester	NY	40.8390	-73.8604	65876
Atascocita	TX	29.9988	-95.1766	65844
Saint Cloud	MN	45.5608	-94.1625	65842
Ellicott City	MD	39.2673	-76.7983	65834
Laguna Niguel	CA	33.5225	-117.7075	65806
Saint Charles	MO	38.7839	-90.4812	65794
Harlingen	TX	26.1906	-97.6961	65774
San Clemente	CA	33.4270	-117.6120	65526
West Lynchburg	VA	37.4032	-79.1781	65517
Middletown	NJ	40.3943	-74.1171	65490
Framingham Center	MA	42.2973	-71.4370	65413
Schenectady	NY	42.8142	-73.9396	65305
Cheyenne	WY	41.1400	-104.8203	65132
Broomfield	CO	39.9205	-105.0867	65065
Ames	IA	42.0347	-93.6199	65060
Park Slope	NY	40.6701	-73.9860	65047
Shawnee	KS	39.0417	-94.7202	65046
Reseda	CA	34.2011	-118.5365	65000
Conway	AR	35.0887	-92.4421	64980
East Orange	NJ	40.7673	-74.2049	64949
Portage Park	IL	41.9578	-87.7651	64841
Skokie	IL	42.0334	-87.7334	64821
West Bloomfield Township	MI	42.5689	-83.3836	64690
Tamarac	FL	26.2129	-80.2498	64681
Youngstown	OH	41.0998	-80.6495	64628
Lodi	CA	38.1302	-121.2725	64596
North Hollywood	CA	34.1722	-118.3790	64587
Greenville	SC	34.8526	-82.3940	64579
Celina	TX	33.3246	-96.7844	64427
Mansfield	TX	32.5632	-97.1417	64274
Santa Cruz	CA	36.9741	-122.0308	64220
Pico Rivera	CA	33.9831	-118.0967	64218
Madera	CA	36.9613	-120.0607	64208
Janesville	WI	42.6828	-89.0187	64123
West Des Moines	IA	41.5772	-93.7113	64113
Montebello	CA	34.0095	-118.1054	63921
Georgetown	TX	30.6327	-97.6772	63716
Alpharetta	GA	34.0754	-84.2941	63693
Lorain	OH	41.4528	-82.1824	63647
Bowling Green	KY	36.9903	-86.4436	63616
Flatlands	NY	40.6212	-73.9349	63601
Dundalk	MD	39.2507	-76.5205	63597
Eden Prairie	MN	44.8547	-93.4708	63496
North Bergen	NJ	40.8043	-74.0121	63484
Florence-Graham	CA	33.9677	-118.2444	63387
Waltham	MA	42.3765	-71.2356	63378
West Hartford	CT	41.7620	-72.7420	63268
Rogers	AR	36.3320	-94.1185	63159
Carol City	FL	25.9407	-80.2456	63031
Encinitas	CA	33.0370	-117.2920	62930
East Village	NY	40.7293	-73.9874	62832
Haverhill	MA	42.7762	-71.0773	62765
Jupiter	FL	26.9342	-80.0942	62707
Council Bluffs	IA	41.2619	-95.8608	62597
Wellington	FL	26.6587	-80.2414	62560
West Coon Rapids	MN	45.1597	-93.3497	62528
North Miami	FL	25.8901	-80.1867	62435
Hamilton	OH	39.3995	-84.5613	62407
North Port	FL	27.0442	-82.2359	62345
Tulare	CA	36.2077	-119.3473	62315
Coon Rapids	MN	45.1200	-93.2877	62240
Millcreek	UT	40.6869	-111.8755	62139
La Habra	CA	33.9320	-117.9462	62131
Blaine	MN	45.1608	-93.2349	62124
Auburn	AL	32.6099	-85.4808	62059
Lake Elsinore	CA	33.6681	-117.3273	61981
Carmichael	CA	38.6171	-121.3283	61762
Taylor	MI	42.2409	-83.2696	61568
Burnsville	MN	44.7677	-93.2777	61481
Monterey Park	CA	34.0625	-118.1228	61468
Castro Valley	CA	37.6941	-122.0863	61388
Irvington	NJ	40.7323	-74.2349	61323
Rocklin	CA	38.7907	-121.2358	61213
Utica	NY	43.1009	-75.2327	61100
Malden	MA	42.4251	-71.0662	61068
National City	CA	32.6781	-117.0992	61060
Financial District	NY	40.7079	-74.0086	60976
Springfield	OR	44.0462	-123.0220	60870
Bethesda	MD	38.9807	-77.1003	60858
Terre Haute	IN	39.4667	-87.4139	60825
Vineland	NJ	39.4862	-75.0257	60818
West Hollywood	FL	26.0206	-80.1839	60806
San Marcos	TX	29.8833	-97.9414	60684
Brentwood	NY	40.7812	-73.2462	60664
Lakeville	MN	44.6497	-93.2427	60633
West Allis	WI	43.0167	-88.0070	60620
Redmond	WA	47.6740	-122.1215	60598
Canoga Park	CA	34.2011	-118.5981	60578
Cupertino	CA	37.3230	-122.0322	60572
Taylorsville	UT	40.6677	-111.9388	60514
Bristol	CT	41.6718	-72.9493	60452
Moore	OK	35.3395	-97.4867	60451
Gardena	CA	33.8884	-118.3090	60447
Petaluma	CA	38.2324	-122.6367	60438
Bensalem	PA	40.1046	-74.9513	60427
Grand Junction	CO	39.0639	-108.5507	60358
Casper	WY	42.8666	-106.3131	60285
Rowlett	TX	32.9029	-96.5639	60236
La Mesa	CA	32.7678	-117.0231	60089
Pine Hills	FL	28.5578	-81.4534	60076
Bensonhurst	NY	40.6018	-73.9940	60000
Coney Island	NY	40.5779	-73.9940	60000
Rancho Penasquitos	CA	32.9595	-117.1153	60000
Valley Glen	CA	34.1857	-118.4203	60000
Meriden	CT	41.5382	-72.8070	59988
Pontiac	MI	42.6389	-83.2910	59917
Port Orange	FL	29.1383	-80.9956	59866
Hamden	CT	41.3959	-72.8968	59847
Lakewood	WA	47.1718	-122.5185	59829
Fountainebleau	FL	25.7729	-80.3478	59764
Saint Clair Shores	MI	42.4970	-82.8888	59715
Springfield	OH	39.9242	-83.8088	59680
Great Falls	MT	47.5002	-111.3008	59638
Chapel Hill	NC	35.9132	-79.0558	59568
Canyon Country	CA	34.4233	-118.4720	59530
Huntington Park	CA	33.9817	-118.2251	59430
Lancaster	PA	40.0379	-76.3055	59339
Coconut Creek	FL	26.2518	-80.1789	59302
Leander	TX	30.5788	-97.8531	59202
Idaho Falls	ID	43.4666	-112.0341	59184
San Rafael	CA	37.9735	-122.5311	59162
Noblesville	IN	40.0456	-86.0086	59093
Marietta	GA	33.9526	-84.5499	59067
Fairfield	CT	41.1412	-73.2637	59052
Owensboro	KY	37.7742	-87.1133	59042
Eastvale	CA	33.9636	-117.5642	59039
Royal Oak	MI	42.4895	-83.1446	59008
Brentwood	CA	37.9319	-121.6958	58968
Dubuque	IA	42.5006	-90.6646	58799
Brookline	MA	42.3318	-71.1212	58732
Novi	MI	42.4806	-83.4755	58723
Des Plaines	IL	42.0334	-87.8834	58677
Carson City	NV	39.1638	-119.7674	58639
Orland Park	IL	41.6303	-87.8539	58619
Bartlett	TN	35.2045	-89.8740	58579
Woodland	CA	38.6785	-121.7733	58567
Lehi	UT	40.3916	-111.8508	58486
White Plains	NY	41.0340	-73.7629	58459
Arcadia	CA	34.1397	-118.0353	58408
Reston	VA	38.9687	-77.3411	58404
Ocala	FL	29.1872	-82.1401	58218
Clay	NY	43.1859	-76.1724	58206
Central City	AZ	33.4400	-112.0580	58161
South Vineland	NJ	39.4460	-75.0288	58122
Sanford	FL	28.8006	-81.2731	58111
Bowie	MD	38.9428	-76.7303	58025
Kokomo	IN	40.4864	-86.1336	57995
Wayne	NJ	40.9254	-74.2765	57915
Santee	CA	32.8384	-116.9739	57787
Dublin	CA	37.7022	-121.9358	57721
Palm Harbor	FL	28.0781	-82.7637	57439
Medford	MA	42.4184	-71.1062	57403
Midwest City	OK	35.4495	-97.3967	57249
Center City	PA	39.9512	-75.1592	57239
Margate	FL	26.2445	-80.2064	57234
South Whittier	CA	33.9502	-118.0392	57156
Tinley Park	IL	41.5734	-87.7845	57143
Pflugerville	TX	30.4394	-97.6200	57122
New Brunswick	NJ	40.4862	-74.4518	57035
Grand Forks	ND	47.9253	-97.0328	57011
Fountain Valley	CA	33.7092	-117.9537	56987
North Hills	CA	34.2364	-118.4847	56946
Diamond Bar	CA	34.0286	-117.8103	56897
Taunton	MA	41.9001	-71.0898	56789
Oak Lawn	IL	41.7109	-87.7581	56781
Union	NJ	40.6976	-74.2632	56771
Ankeny	IA	41.7297	-93.6058	56764
Chicopee	MA	42.1487	-72.6079	56741
Irving Park	IL	41.9534	-87.7365	56520
Berwyn	IL	41.8506	-87.7937	56368
Manhattan	KS	39.1836	-96.5717	56308
Kendale Lakes	FL	25.7082	-80.4070	56148
Smyrna	GA	33.8840	-84.5144	56146
Dearborn Heights	MI	42.3370	-83.2733	56145
Porterville	CA	36.0652	-119.0168	56058
Piscataway	NJ	40.4993	-74.3990	56044
Hendersonville	TN	36.3048	-86.6200	56018
Morningside Heights	NY	40.8100	-73.9625	55929
Rocky Mount	NC	35.9382	-77.7905	55806
Corvallis	OR	44.5646	-123.2620	55780
Olympia	WA	47.0449	-122.9017	55733
Valdosta	GA	30.8333	-83.2803	55724
Hanford	CA	36.3274	-119.6457	55659
Castle Rock	CO	39.3722	-104.8561	55591
Greenwood	IN	39.6137	-86.1067	55586
Chicago Lawn	IL	41.7750	-87.6964	55551
Hempstead	NY	40.7062	-73.6187	55547
Novato	CA	38.1074	-122.5697	55530
Kettering	OH	39.6895	-84.1688	55525
Bellevue	NE	41.1367	-95.8908	55510
Shoreline	WA	47.7557	-122.3415	55439
Decatur	AL	34.6059	-86.9833	55437
Paramount	CA	33.8895	-118.1598	55412
Port Arthur	TX	29.8852	-93.9423	55340
Abington	PA	40.1207	-75.1179	55310
Anderson	IN	40.1053	-85.6803	55305
Tamiami	FL	25.7587	-80.3984	55271
Towson	MD	39.4015	-76.6019	55197
North Chicopee	MA	42.1834	-72.5995	55179
Uptown	IL	41.9659	-87.6526	55137
Sarasota	FL	27.3364	-82.5306	55118
Cypress Hills	NY	40.6771	-73.8912	54944
West Haven	CT	41.2707	-72.9471	54927
Rosemead	CA	34.0806	-118.0729	54908
Edgewater	IL	41.9834	-87.6639	54873
Jackson	NJ	39.7765	-74.8624	54856
Highland	CA	34.1283	-117.2087	54854
Mount Prospect	IL	42.0664	-87.9373	54747
Colton	CA	34.0739	-117.3136	54621
Encanto	AZ	33.4794	-112.0782	54614
Pocatello	ID	42.8713	-112.4455	54441
Bradenton	FL	27.4989	-82.5748	54437
Rogers Park	IL	42.0086	-87.6667	54402
Weymouth	MA	42.2209	-70.9398	54395
Port Charlotte	FL	26.9762	-82.0906	54392
Normal	IL	40.5142	-88.9906	54373
Spring	TX	30.0799	-95.4172	54298
Allapattah	FL	25.8145	-80.2239	54289
Richland	WA	46.2857	-119.2845	54248
Euless	TX	32.8371	-97.0820	54219
Blue Springs	MO	39.0170	-94.2816	54148
East Pensacola Heights	FL	30.4288	-87.1800	54104
Hacienda Heights	CA	33.9931	-117.9687	54038
Ozone Park	NY	40.6768	-73.8438	53985
Briarwood	NY	40.7094	-73.8153	53877
Cathedral City	CA	33.7797	-116.4653	53826
Lakewood	NJ	40.0979	-74.2176	53805
Elyria	OH	41.3684	-82.1077	53775
Pensacola	FL	30.4213	-87.2169	53724
Wheaton	IL	41.8661	-88.1070	53715
Commerce City	CO	39.8083	-104.9339	53696
Hoboken	NJ	40.7440	-74.0324	53635
Watsonville	CA	36.9102	-121.7569	53628
Lake Havasu City	AZ	34.4839	-114.3225	53553
Little Havana	FL	25.7681	-80.2331	53430
Revere	MA	42.4084	-71.0120	53422
West New York	NJ	40.7879	-74.0143	53366
Yucaipa	CA	34.0336	-117.0431	53328
Gilroy	CA	37.0058	-121.5683	53231
Poinciana	FL	28.1403	-81.4584	53193
University of Texas	TX	30.2860	-97.7389	53082
Kingsport	TN	36.5484	-82.5618	53014
Levittown	PA	40.1551	-74.8288	52983
Palm Beach Gardens	FL	26.8234	-80.1386	52923
Milford	CT	41.2223	-73.0565	52759
Delano	CA	35.7688	-119.2471	52733
West Sacramento	CA	38.5805	-121.5302	52721
Huntersville	NC	35.4107	-80.8428	52704
Perth Amboy	NJ	40.5068	-74.2654	52682
Sherman Oaks	CA	34.1511	-118.4493	52677
Southaven	MS	34.9890	-90.0126	52589
Saint Peters	MO	38.8003	-90.6265	52575
Downtown DC	DC	38.8935	-77.0199	52560
Harrisonburg	VA	38.4496	-78.8689	52538
Peabody	MA	42.5279	-70.9287	52504
Placentia	CA	33.8722	-117.8703	52495
Lenexa	KS	38.9536	-94.7336	52490
DeSoto	TX	32.5899	-96.8569	52486
Burlington	NC	36.0957	-79.4378	52472
South Hill	WA	47.1412	-122.2701	52431
Elkhart	IN	41.6820	-85.9767	52348
La Crosse	WI	43.8014	-91.2396	52306
Oak Park	IL	41.8850	-87.7845	52287
Florissant	MO	38.7892	-90.3226	52268
Sammamish	WA	47.6418	-122.0804	52253
Wakefield	NY	40.8979	-73.8524	52201
Albany	OR	44.6365	-123.1059	52175
Hoffman Estates	IL	42.0428	-88.0798	52138
Albany Park	IL	41.9684	-87.7234	52079
Methuen	MA	42.7262	-71.1909	52044
Glendora	CA	34.1361	-117.8653	52009
Wilmington	CA	33.7800	-118.2626	52000
Queens Village	NY	40.7268	-73.7415	51919
Brookhaven	GA	33.8584	-84.3402	51910
Levittown	NY	40.7259	-73.5143	51881
Palm Desert	CA	33.7225	-116.3770	51869
Joplin	MO	37.0842	-94.5133	51818
Enid	OK	36.3956	-97.8784	51776
Bonita Springs	FL	26.3398	-81.7787	51704
Irondequoit	NY	43.2134	-77.5797	51692
Caldwell	ID	43.6629	-116.6874	51686
Minnetonka	MN	44.9133	-93.5033	51669
Pinellas Park	FL	27.8428	-82.6995	51617
Battle Creek	MI	42.3173	-85.1782	51589
Casa Grande	AZ	32.8795	-111.7574	51460
South Shore	IL	41.7620	-87.5778	51451
Mott Haven	NY	40.8090	-73.9229	51450
The Villages	FL	28.9341	-81.9599	51442
Grand Island	NE	40.9250	-98.3420	51440
Grapevine	TX	32.9343	-97.0781	51404
Stratford	CT	41.1845	-73.1332	51384
Kentwood	MI	42.8695	-85.6448	51357
City of Milford (balance)	CT	41.2237	-73.0616	51271
Tigard	OR	45.4312	-122.7715	51253
East Hartford	CT	41.7823	-72.6120	51252
Apple Valley	MN	44.7319	-93.2177	51221
Plainfield	NJ	40.6337	-74.4074	51217
Leesburg	VA	39.1157	-77.5636	51209
Parsippany	NJ	40.8579	-74.4260	51144
Coral Gables	FL	25.7215	-80.2684	51117
The Trails of Frisco	TX	33.1609	-96.8718	51059
The Hammocks	FL	25.6715	-80.4445	51003
Buckeye	AZ	33.3703	-112.5838	50876
Flagami	FL	25.7623	-80.3162	50834
Catalina Foothills	AZ	32.2978	-110.9187	50796
Lakewood	OH	41.4820	-81.7982	50656
North La Crosse	WI	43.8464	-91.2482	50470
Burien	WA	47.4704	-122.3468	50467
Havertown	PA	39.9809	-75.3085	50430
Logan	UT	41.7355	-111.8344	50371
South Peabody	MA	42.5098	-70.9495	50293
Aliso Viejo	CA	33.5650	-117.7271	50195
Harrisburg	PA	40.2737	-76.8844	50183
Galveston	TX	29.3013	-94.7977	50180
Poway	CA	32.9628	-117.0359	50157
Edina	MN	44.8897	-93.3500	50138
Minnetonka Mills	MN	44.9411	-93.4419	50117
Stonecrest	GA	33.7085	-84.1349	50000
Cerritos	CA	33.8584	-118.0648	49975
Redford	MI	42.3834	-83.2966	49936
East Honolulu	HI	21.2891	-157.7173	49914
Troy	NY	42.7284	-73.6918	49906
Sunnyside	NY	40.7398	-73.9354	49833
Lincoln	CA	38.8916	-121.2930	49757
Downers Grove	IL	41.8089	-88.0112	49732
Wharton	PA	39.9268	-75.1571	49732
Whitman	PA	39.9168	-75.1555	49732
Azusa	CA	34.1336	-117.9076	49690
Wilson	NC	35.7213	-77.9155	49643
Monroe	LA	32.5093	-92.1193	49598
Parker	CO	39.5186	-104.7614	49550
La Mirada	CA	33.9172	-118.0120	49520
Minot	ND	48.2325	-101.2963	49450
Aloha	OR	45.4943	-122.8671	49425
Saginaw	MI	43.4195	-83.9508	49347
Bedford	TX	32.8440	-97.1431	49337
Rancho Santa Margarita	CA	33.6409	-117.6031	49324
Cypress	CA	33.8170	-118.0373	49290
Murray	UT	40.6669	-111.8880	49250
Cuyahoga Falls	OH	41.1339	-81.4846	49146
Coeur d'Alene	ID	47.6777	-116.7805	49122
Bloomfield	NJ	40.8068	-74.1854	49120
Rowland Heights	CA	33.9761	-117.9053	48993
Covina	CA	34.0900	-117.8903	48984
Stillwater	OK	36.1156	-97.0584	48967
Niagara Falls	NY	43.0945	-79.0567	48916
Collierville	TN	35.0420	-89.6645	48863
Oxford Circle	PA	40.0501	-75.0718	48856
Summerville	SC	33.0185	-80.1757	48848
South Bel Air	MD	39.5332	-76.3375	48828
Sheboygan	WI	43.7508	-87.7145	48797
Middletown	OH	39.5151	-84.3983	48760
Aspen Hill	MD	39.0795	-77.0730	48759
Dunwoody	GA	33.9462	-84.3346	48733
Huntington	WV	38.4192	-82.4451	48638
Maricopa	AZ	33.0581	-112.0476	48602
Roswell	NM	33.3944	-104.5249	48544
Cedar Hill	TX	32.5885	-96.9561	48507
East Brunswick	NJ	40.4279	-74.4160	48495
East Lansing	MI	42.7370	-84.4839	48471
Apopka	FL	28.6762	-81.5119	48382
Maspeth	NY	40.7232	-73.9126	48325
Wheaton	MD	39.0398	-77.0553	48284
Mishawaka	IN	41.6620	-86.1586	48261
Portage	MI	42.2011	-85.5800	48177
West Orange	NJ	40.7987	-74.2390	48131
McLean	VA	38.9343	-77.1775	48115
Newark	OH	40.0581	-82.4013	47986
Ceres	CA	37.5949	-120.9577	47963
Alexandria	LA	31.3113	-92.4451	47889
Chesterfield	MO	38.6631	-90.5771	47864
Barnstable	MA	41.7001	-70.2995	47821
Salina	KS	38.8403	-97.6114	47813
Lawrence	IN	39.8387	-86.0253	47809
Bel Air South	MD	39.5051	-76.3198	47709
Pearl City	HI	21.3973	-157.9752	47698
Euclid	OH	41.5931	-81.5268	47676
Roseville	MI	42.4973	-82.9371	47637
Texas City	TX	29.3838	-94.9027	47618
Wauwatosa	WI	43.0495	-88.0076	47614
Waiau-Pacific Palisades	HI	21.4002	-157.9545	47591
Vermont Square	CA	34.0020	-118.2990	47555
Florin	CA	38.4960	-121.4088	47513
Twin Falls	ID	42.5630	-114.4609	47468
Glenview	IL	42.0697	-87.7878	47446
East Providence	RI	41.8137	-71.3701	47408
Palm Springs	CA	33.8303	-116.5453	47371
San Luis Obispo	CA	35.2828	-120.6596	47339
Mission District	CA	37.7599	-122.4191	47234
Country Club	FL	25.9481	-80.3170	47105
Gwynn Oak	MD	39.3326	-76.6928	47092
Winnetka	CA	34.2133	-118.5720	47000
Madison	AL	34.6993	-86.7483	46962
Jeffersonville	IN	38.2776	-85.7372	46960
San Jacinto	CA	33.7839	-116.9586	46951
Mentor	OH	41.6662	-81.3396	46901
Charleston	WV	38.3498	-81.6326	46838
Mansfield	OH	40.7584	-82.5155	46830
Hattiesburg	MS	31.3271	-89.2903	46805
Draper	UT	40.5247	-111.8638	46774
Middletown	CT	41.5623	-72.6506	46756
Wylie	TX	33.0151	-96.5389	46708
Columbus	IN	39.2014	-85.9214	46690
Laguna	CA	38.4210	-121.4238	46621
Smyrna	TN	35.9828	-86.5186	46607
Charlottesville	VA	38.0293	-78.4767	46597
Lacey	WA	47.0343	-122.8232	46409
Makakilo / Kapolei / Honokai Hale	HI	21.3374	-158.0968	46389
Littleton	CO	39.6133	-105.0166	46368
Beavercreek	OH	39.7092	-84.0633	46277
Kannapolis	NC	35.4874	-80.6217	46144
Everett	MA	42.4084	-71.0537	46050
Binghamton	NY	42.0987	-75.9180	46032
Brighton	MA	42.3501	-71.1564	45977
Elmhurst	IL	41.8995	-87.9403	45957
Hell's Kitchen	NY	40.7650	-73.9909	45884
Auburn Gresham	IL	41.7418	-87.6532	45842
City of Sammamish	WA	47.6044	-122.0377	45780
Antelope	CA	38.7082	-121.3299	45770
Keller	TX	32.9346	-97.2517	45758
Biloxi	MS	30.3960	-88.8853	45637
Apex	NC	35.7326	-78.8503	45585
West Lafayette	IN	40.4259	-86.9081	45550
Cutler Bay	FL	25.5783	-80.3377	45425
Titusville	FL	28.6122	-80.8076	45393
Altoona	PA	40.5187	-78.3947	45344
Newark	CA	37.5297	-122.0402	45336
Oro Valley	AZ	32.3909	-110.9665	45303
Saint Louis Park	MN	44.9483	-93.3480	45250
Enfield	CT	41.9762	-72.5918	45212
Dublin	OH	40.0992	-83.1141	45098
Tuckahoe	VA	37.5902	-77.5564	44990
Potomac	MD	39.0182	-77.2086	44965
Cleveland Heights	OH	41.5200	-81.5562	44962
Sayreville	NJ	40.4593	-74.3610	44920
Hackensack	NJ	40.8859	-74.0435	44834
Pine Bluff	AR	34.2284	-92.0032	44772
West Seneca	NY	42.8501	-78.7998	44711
Strongsville	OH	41.3145	-81.8357	44668
Coachella	CA	33.6803	-116.1739	44635
Penn Hills	PA	40.5012	-79.8392	44610
Encino	CA	34.1592	-118.5012	44581
Bentonville	AR	36.3728	-94.2088	44499
Fort Pierce	FL	27.4467	-80.3256	44484
Bridgewater	NJ	40.6008	-74.6482	44464
Danville	CA	37.8216	-122.0000	44400
Oakland Park	FL	26.1723	-80.1320	44319
Attleboro	MA	41.9445	-71.2856	44284
Severn	MD	39.1371	-76.6983	44231
Blacksburg	VA	37.2296	-80.4139	44215
Haltom City	TX	32.7996	-97.2692	44206
Brighton Park	IL	41.8189	-87.6989	44202
Lompoc	CA	34.6392	-120.4579	44164
Wesley Chapel	FL	28.2397	-82.3279	44092
Urbandale	IA	41.6267	-93.7122	44062
York	PA	39.9626	-76.7277	43992
Concord	NH	43.2081	-71.5376	43976
North Miami Beach	FL	25.9332	-80.1625	43971
El Centro	CA	32.7920	-115.5631	43956
Rego Park	NY	40.7265	-73.8526	43925
North Brunswick	NJ	40.4540	-74.4820	43905
Cleveland	TN	35.1595	-84.8766	43898
Echo Park	CA	34.0781	-118.2607	43832
North Bethesda	MD	39.0446	-77.1189	43828
Beaumont	CA	33.9295	-116.9772	43811
Kalihi-Palama	HI	21.3261	-157.8759	43805
Lombard	IL	41.8800	-88.0078	43797
Bountiful	UT	40.8894	-111.8808	43784
North Lauderdale	FL	26.2173	-80.2259	43703
Burleson	TX	32.5421	-97.3208	43625
Ocoee	FL	28.5692	-81.5440	43608
Ashburn	VA	39.0437	-77.4875	43511
Southington	CT	41.5965	-72.8776	43501
Augusta	GA	33.4710	-81.9748	43459
Bozeman	MT	45.6797	-111.0386	43405
Sierra Vista	AZ	31.5545	-110.3037	43355
Freeport	NY	40.6576	-73.5832	43334
Pittsfield	MA	42.4501	-73.2454	43303
Hilo	HI	19.7299	-155.0907	43263
West Babylon	NY	40.7182	-73.3543	43213
DeKalb	IL	41.9295	-88.7504	43211
San Bruno	CA	37.6305	-122.4111	43185
Altamonte Springs	FL	28.6611	-81.3656	43159
Bell Gardens	CA	33.9653	-118.1515	43106
Schertz	TX	29.5522	-98.2697	43091
East Boston	MA	42.3751	-71.0392	43066
Morgan Hill	CA	37.1305	-121.6544	42948
Bothell	WA	47.7623	-122.2054	42939
Fond du Lac	WI	43.7750	-88.4388	42933
Sicklerville	NJ	39.7173	-74.9693	42891
Sayreville Junction	NJ	40.4654	-74.3304	42890
Farmington	NM	36.7281	-108.2187	42871
Salem	MA	42.5198	-70.8955	42869
Arlington	MA	42.4154	-71.1564	42844
La Jolla	CA	32.8473	-117.2742	42808
Altadena	CA	34.1897	-118.1312	42777
Fairfield	OH	39.3459	-84.5605	42767
Ashburn	IL	41.7475	-87.7112	42752
Rancho Palos Verdes	CA	33.7445	-118.3870	42732
North Highlands	CA	38.6857	-121.3722	42694
Moline	IL	41.5067	-90.5151	42681
East Concord	NH	43.2420	-71.5381	42605
Jefferson City	MO	38.5767	-92.1735	42595
Henrietta	NY	43.0592	-77.6122	42581
Rockwall	TX	32.9312	-96.4597	42566
Plainfield	IL	41.6270	-88.2040	42527
Burlington	VT	44.4759	-73.2121	42452
Rohnert Park	CA	38.3396	-122.7011	42407
Urbana	IL	40.1106	-88.2073	42311
Southglenn	CO	39.5872	-104.9528	42268
Midland	MI	43.6156	-84.2472	42200
Prescott Valley	AZ	34.6100	-112.3157	42197
Joint Base Pearl Harbor Hickam	HI	21.3491	-157.9471	42184
State College	PA	40.7934	-77.8600	42161
Kearny	NJ	40.7684	-74.1454	42137
El Dorado Hills	CA	38.6857	-121.0822	42108
Danville	VA	36.5860	-79.3950	42082
Belleville	IL	38.5200	-89.9840	42034
Linden	NJ	40.6221	-74.2446	42021
Moorhead	MN	46.8739	-96.7695	42005
Woodside	NY	40.7454	-73.9054	41981
Brea	CA	33.9167	-117.9001	41944
Riverton	UT	40.5219	-111.9391	41900
Prescott	AZ	34.5400	-112.4685	41899
Mount Laurel	NJ	39.9340	-74.8910	41864
The Colony	TX	33.0890	-96.8864	41779
Manassas	VA	38.7510	-77.4753	41764
Brentwood	TN	36.0331	-86.7828	41763
Westfield	MA	42.1251	-72.7495	41690
Hutchinson	KS	38.0608	-97.9298	41569
Leominster	MA	42.5251	-71.7598	41569
Catonsville	MD	39.2721	-76.7319	41567
Hicksville	NY	40.7684	-73.5251	41547
Bartlett	IL	41.9950	-88.1856	41545
Buffalo Grove	IL	42.1514	-87.9598	41496
Woonsocket	RI	42.0029	-71.5148	41475
West Hills	CA	34.1973	-118.6440	41426
Edmonds	WA	47.8107	-122.3774	41375
Marana	AZ	32.4367	-111.2254	41315
Shelton	CT	41.3165	-73.0932	41296
Cedar Falls	IA	42.5278	-92.4455	41255
Chatsworth	CA	34.2572	-118.6012	41255
Gage Park	IL	41.7950	-87.6962	41202
Beverly	MA	42.5584	-70.8800	41186
University	FL	28.0739	-82.4390	41163
Coppell	TX	32.9546	-97.0150	41159
Findlay	OH	41.0442	-83.6499	41149
Campbell	CA	37.2872	-121.9500	41117
Lake Ridge	VA	38.6879	-77.2978	41058
Burke	VA	38.7934	-77.2716	41055
Mankato	MN	44.1591	-94.0092	41044
Annandale	VA	38.8304	-77.1964	41008
Covington	KY	39.0837	-84.5085	40997
New City	IL	41.8075	-87.6564	40997
Morris Heights	NY	40.8498	-73.9199	40982
Peachtree Corners	GA	33.9701	-84.2216	40978
